CTOTALT,cipcode,awlevel,year
107.0,1.0101,1.0,87
99.0,1.0101,1.0,88
168.0,1.0101,1.0,89
108.0,1.0101,1.0,90
35.0,1.0101,1.0,91
54.0,1.0101,1.0,92
87.0,1.0101,1.0,93
90.0,1.0101,1.0,94
160.0,1.0101,2.0,87
145.0,1.0101,2.0,88
178.0,1.0101,2.0,89
123.0,1.0101,2.0,90
222.0,1.0101,2.0,91
208.0,1.0101,2.0,92
159.0,1.0101,2.0,93
106.0,1.0101,2.0,94
445.0,1.0101,3.0,87
388.0,1.0101,3.0,88
367.0,1.0101,3.0,89
400.0,1.0101,3.0,90
400.0,1.0101,3.0,91
483.0,1.0101,3.0,92
439.0,1.0101,3.0,93
520.0,1.0101,3.0,94
62.0,1.0101,4.0,87
25.0,1.0101,4.0,88
36.0,1.0101,4.0,89
254.0,1.0101,4.0,90
46.0,1.0101,4.0,91
10.0,1.0101,4.0,92
1.0,1.0101,4.0,93
424.0,1.0101,5.0,87
423.0,1.0101,5.0,88
339.0,1.0101,5.0,89
337.0,1.0101,5.0,90
289.0,1.0101,5.0,91
692.0,1.0101,5.0,92
789.0,1.0101,5.0,93
816.0,1.0101,5.0,94
10.0,1.0101,6.0,87
12.0,1.0101,6.0,88
51.0,1.0101,7.0,87
38.0,1.0101,7.0,88
27.0,1.0101,7.0,89
49.0,1.0101,7.0,90
45.0,1.0101,7.0,91
56.0,1.0101,7.0,92
48.0,1.0101,7.0,93
54.0,1.0101,7.0,94
4.0,1.0101,9.0,87
1.0,1.0101,9.0,88
1.0,1.0101,9.0,89
5.0,1.0101,9.0,90
3.0,1.0101,9.0,91
23.0,1.0102,1.0,87
39.0,1.0102,1.0,88
26.0,1.0102,1.0,89
13.0,1.0102,1.0,90
9.0,1.0102,1.0,91
23.0,1.0102,1.0,92
22.0,1.0102,1.0,93
17.0,1.0102,2.0,87
15.0,1.0102,2.0,88
6.0,1.0102,2.0,89
11.0,1.0102,2.0,90
18.0,1.0102,2.0,91
15.0,1.0102,2.0,92
7.0,1.0102,2.0,93
39.0,1.0102,2.0,94
164.0,1.0102,3.0,87
170.0,1.0102,3.0,88
179.0,1.0102,3.0,89
140.0,1.0102,3.0,90
125.0,1.0102,3.0,91
119.0,1.0102,3.0,92
128.0,1.0102,3.0,93
157.0,1.0102,3.0,94
1.0,1.0102,4.0,87
2.0,1.0102,4.0,88
4.0,1.0102,4.0,89
1.0,1.0102,4.0,90
11.0,1.0102,4.0,91
2.0,1.0102,4.0,92
1.0,1.0102,4.0,93
5.0,1.0102,4.0,94
1361.0,1.0102,5.0,87
1235.0,1.0102,5.0,88
1222.0,1.0102,5.0,89
1103.0,1.0102,5.0,90
1072.0,1.0102,5.0,91
1014.0,1.0102,5.0,92
869.0,1.0102,5.0,93
1010.0,1.0102,5.0,94
24.0,1.0102,7.0,87
46.0,1.0102,7.0,88
24.0,1.0102,7.0,89
28.0,1.0102,7.0,90
21.0,1.0102,7.0,91
18.0,1.0102,7.0,92
31.0,1.0102,7.0,93
21.0,1.0102,7.0,94
2.0,1.0102,9.0,93
2.0,1.0103,2.0,94
2.0,1.0103,3.0,89
104.0,1.0103,3.0,90
3.0,1.0103,3.0,91
5.0,1.0103,3.0,92
13.0,1.0103,3.0,93
4.0,1.0103,3.0,94
1.0,1.0103,4.0,90
1.0,1.0103,4.0,92
1983.0,1.0103,5.0,87
1760.0,1.0103,5.0,88
1751.0,1.0103,5.0,89
1605.0,1.0103,5.0,90
1743.0,1.0103,5.0,91
1489.0,1.0103,5.0,92
1568.0,1.0103,5.0,93
1375.0,1.0103,5.0,94
31.0,1.0103,6.0,89
35.0,1.0103,6.0,91
8.0,1.0103,6.0,93
9.0,1.0103,6.0,94
456.0,1.0103,7.0,87
474.0,1.0103,7.0,88
456.0,1.0103,7.0,89
478.0,1.0103,7.0,90
452.0,1.0103,7.0,91
450.0,1.0103,7.0,92
429.0,1.0103,7.0,93
456.0,1.0103,7.0,94
134.0,1.0103,9.0,87
163.0,1.0103,9.0,88
159.0,1.0103,9.0,89
150.0,1.0103,9.0,90
165.0,1.0103,9.0,91
139.0,1.0103,9.0,92
144.0,1.0103,9.0,93
166.0,1.0103,9.0,94
330.0,1.0104,1.0,87
488.0,1.0104,1.0,88
523.0,1.0104,1.0,89
337.0,1.0104,1.0,90
198.0,1.0104,1.0,91
287.0,1.0104,1.0,92
302.0,1.0104,1.0,93
231.0,1.0104,1.0,94
205.0,1.0104,2.0,87
174.0,1.0104,2.0,88
96.0,1.0104,2.0,89
74.0,1.0104,2.0,90
129.0,1.0104,2.0,91
169.0,1.0104,2.0,92
114.0,1.0104,2.0,93
152.0,1.0104,2.0,94
170.0,1.0104,3.0,87
180.0,1.0104,3.0,88
125.0,1.0104,3.0,89
115.0,1.0104,3.0,90
99.0,1.0104,3.0,91
119.0,1.0104,3.0,92
120.0,1.0104,3.0,93
118.0,1.0104,3.0,94
133.0,1.0104,4.0,87
30.0,1.0104,4.0,88
106.0,1.0104,4.0,89
119.0,1.0104,4.0,90
136.0,1.0104,4.0,91
3.0,1.0104,4.0,92
0.0,1.0104,4.0,93
1.0,1.0104,4.0,94
101.0,1.0104,5.0,87
88.0,1.0104,5.0,88
92.0,1.0104,5.0,89
79.0,1.0104,5.0,90
74.0,1.0104,5.0,91
75.0,1.0104,5.0,92
79.0,1.0104,5.0,93
111.0,1.0104,5.0,94
4.0,1.0104,7.0,87
11.0,1.0104,7.0,88
6.0,1.0104,7.0,89
6.0,1.0104,7.0,90
5.0,1.0104,7.0,91
3.0,1.0104,7.0,92
4.0,1.0104,7.0,93
6.0,1.0104,7.0,94
45.0,1.0199,1.0,87
51.0,1.0199,1.0,88
62.0,1.0199,1.0,89
7.0,1.0199,2.0,88
10.0,1.0199,2.0,90
2.0,1.0199,2.0,91
4.0,1.0199,2.0,93
1.0,1.0199,2.0,94
14.0,1.0199,3.0,87
19.0,1.0199,3.0,88
24.0,1.0199,3.0,89
16.0,1.0199,3.0,90
59.0,1.0199,3.0,91
63.0,1.0199,3.0,92
71.0,1.0199,3.0,93
69.0,1.0199,3.0,94
1.0,1.0199,4.0,87
3.0,1.0199,4.0,88
12.0,1.0199,4.0,90
51.0,1.0199,5.0,87
38.0,1.0199,5.0,88
45.0,1.0199,5.0,89
51.0,1.0199,5.0,90
41.0,1.0199,5.0,91
81.0,1.0199,5.0,92
69.0,1.0199,5.0,93
70.0,1.0199,5.0,94
3.0,1.0199,7.0,87
4.0,1.0199,7.0,88
1.0,1.0199,7.0,89
5.0,1.0199,7.0,90
6.0,1.0199,7.0,91
8.0,1.0199,7.0,92
4.0,1.0199,7.0,93
8.0,1.0199,7.0,94
29.0,1.0201,1.0,87
66.0,1.0201,1.0,88
13.0,1.0201,1.0,89
125.0,1.0201,1.0,90
109.0,1.0201,1.0,91
5.0,1.0201,1.0,92
122.0,1.0201,1.0,93
15.0,1.0201,1.0,94
41.0,1.0201,2.0,87
101.0,1.0201,2.0,88
51.0,1.0201,2.0,89
32.0,1.0201,2.0,90
29.0,1.0201,2.0,91
33.0,1.0201,2.0,92
36.0,1.0201,2.0,93
56.0,1.0201,2.0,94
98.0,1.0201,3.0,87
68.0,1.0201,3.0,88
57.0,1.0201,3.0,89
76.0,1.0201,3.0,90
47.0,1.0201,3.0,91
74.0,1.0201,3.0,92
77.0,1.0201,3.0,93
69.0,1.0201,3.0,94
74.0,1.0201,4.0,87
66.0,1.0201,4.0,88
63.0,1.0201,4.0,89
29.0,1.0201,4.0,90
41.0,1.0201,4.0,91
0.0,1.0201,4.0,92
0.0,1.0201,4.0,93
26.0,1.0201,4.0,94
237.0,1.0201,5.0,87
208.0,1.0201,5.0,88
198.0,1.0201,5.0,89
187.0,1.0201,5.0,90
178.0,1.0201,5.0,91
156.0,1.0201,5.0,92
217.0,1.0201,5.0,93
235.0,1.0201,5.0,94
12.0,1.0201,7.0,87
3.0,1.0201,7.0,88
12.0,1.0201,7.0,89
4.0,1.0201,7.0,90
7.0,1.0201,7.0,91
3.0,1.0201,7.0,92
5.0,1.0201,7.0,93
9.0,1.0201,7.0,94
43.0,1.0203,1.0,87
38.0,1.0203,1.0,88
2.0,1.0203,1.0,89
8.0,1.0203,2.0,89
1.0,1.0203,2.0,91
2.0,1.0203,3.0,87
1.0,1.0203,3.0,88
1.0,1.0203,3.0,89
1.0,1.0203,3.0,90
13.0,1.0203,4.0,87
6.0,1.0203,4.0,88
5.0,1.0203,4.0,89
9.0,1.0203,5.0,87
5.0,1.0203,5.0,88
4.0,1.0203,5.0,89
4.0,1.0203,5.0,90
56.0,1.0204,1.0,87
57.0,1.0204,1.0,88
43.0,1.0204,1.0,89
40.0,1.0204,1.0,90
45.0,1.0204,1.0,91
33.0,1.0204,1.0,92
62.0,1.0204,1.0,94
102.0,1.0204,2.0,87
130.0,1.0204,2.0,88
142.0,1.0204,2.0,89
61.0,1.0204,2.0,90
62.0,1.0204,2.0,91
27.0,1.0204,2.0,92
43.0,1.0204,2.0,93
23.0,1.0204,2.0,94
78.0,1.0204,3.0,87
113.0,1.0204,3.0,88
62.0,1.0204,3.0,89
58.0,1.0204,3.0,90
72.0,1.0204,3.0,91
76.0,1.0204,3.0,92
68.0,1.0204,3.0,93
81.0,1.0204,3.0,94
74.0,1.0204,4.0,87
48.0,1.0204,4.0,88
73.0,1.0204,4.0,89
74.0,1.0204,4.0,90
59.0,1.0204,4.0,91
0.0,1.0204,4.0,92
0.0,1.0204,4.0,93
58.0,1.0204,4.0,94
3.0,1.0204,5.0,87
1.0,1.0204,5.0,88
8.0,1.0204,5.0,89
9.0,1.0204,5.0,90
4.0,1.0204,5.0,91
3.0,1.0204,5.0,92
2.0,1.0204,5.0,93
1.0,1.0204,5.0,94
2.0,1.0205,2.0,87
2.0,1.0205,2.0,89
5.0,1.0205,3.0,88
1.0,1.0205,3.0,89
2.0,1.0205,3.0,90
2.0,1.0205,3.0,91
7.0,1.0205,5.0,89
8.0,1.0205,5.0,90
9.0,1.0205,5.0,91
3.0,1.0206,2.0,91
17.0,1.0206,3.0,87
5.0,1.0206,3.0,88
1.0,1.0206,3.0,89
4.0,1.0206,3.0,90
1.0,1.0206,3.0,91
7.0,1.0206,5.0,88
5.0,1.0206,5.0,89
3.0,1.0206,5.0,90
4.0,1.0206,5.0,91
1.0,1.0206,9.0,88
1.0,1.0206,9.0,90
2.0,1.0206,9.0,91
51.0,1.0299,1.0,87
60.0,1.0299,1.0,88
29.0,1.0299,2.0,87
12.0,1.0299,2.0,88
6.0,1.0299,2.0,89
11.0,1.0299,2.0,90
10.0,1.0299,2.0,91
22.0,1.0299,2.0,92
34.0,1.0299,2.0,93
10.0,1.0299,2.0,94
2.0,1.0299,3.0,87
6.0,1.0299,3.0,88
7.0,1.0299,3.0,89
6.0,1.0299,3.0,90
6.0,1.0299,3.0,91
4.0,1.0299,3.0,92
13.0,1.0299,3.0,93
12.0,1.0299,3.0,94
10.0,1.0299,4.0,87
12.0,1.0299,4.0,88
1.0,1.0299,4.0,90
9.0,1.0299,4.0,91
0.0,1.0299,4.0,92
1.0,1.0299,4.0,93
7.0,1.0299,4.0,94
32.0,1.0299,5.0,87
23.0,1.0299,5.0,88
16.0,1.0299,5.0,89
18.0,1.0299,5.0,90
22.0,1.0299,5.0,91
24.0,1.0299,5.0,92
30.0,1.0299,5.0,93
16.0,1.0299,5.0,94
1.0,1.0299,7.0,87
4.0,1.0299,7.0,88
3.0,1.0299,7.0,89
2.0,1.0299,7.0,91
4.0,1.0299,7.0,92
1.0,1.0299,9.0,93
1.0,1.0299,9.0,94
201.0,1.0301,1.0,87
162.0,1.0301,1.0,88
160.0,1.0301,1.0,89
133.0,1.0301,1.0,90
86.0,1.0301,1.0,91
21.0,1.0301,1.0,92
50.0,1.0301,1.0,93
11.0,1.0301,1.0,94
88.0,1.0301,2.0,87
41.0,1.0301,2.0,88
47.0,1.0301,2.0,89
29.0,1.0301,2.0,90
64.0,1.0301,2.0,91
168.0,1.0301,2.0,92
71.0,1.0301,2.0,93
69.0,1.0301,2.0,94
329.0,1.0301,3.0,87
319.0,1.0301,3.0,88
275.0,1.0301,3.0,89
321.0,1.0301,3.0,90
319.0,1.0301,3.0,91
255.0,1.0301,3.0,92
293.0,1.0301,3.0,93
307.0,1.0301,3.0,94
79.0,1.0301,4.0,87
71.0,1.0301,4.0,88
33.0,1.0301,4.0,89
33.0,1.0301,4.0,90
53.0,1.0301,4.0,91
5.0,1.0301,4.0,92
0.0,1.0301,4.0,93
15.0,1.0301,4.0,94
63.0,1.0301,5.0,87
52.0,1.0301,5.0,88
37.0,1.0301,5.0,89
29.0,1.0301,5.0,90
38.0,1.0301,5.0,91
40.0,1.0301,5.0,92
32.0,1.0301,5.0,93
34.0,1.0301,5.0,94
12.0,1.0301,7.0,87
8.0,1.0301,7.0,88
6.0,1.0301,7.0,89
15.0,1.0301,7.0,90
4.0,1.0301,7.0,91
12.0,1.0301,7.0,92
16.0,1.0301,7.0,93
10.0,1.0301,7.0,94
21.0,1.0302,1.0,87
17.0,1.0302,1.0,88
40.0,1.0302,1.0,89
23.0,1.0302,1.0,90
71.0,1.0302,1.0,91
35.0,1.0302,1.0,92
61.0,1.0302,1.0,93
50.0,1.0302,1.0,94
76.0,1.0302,2.0,87
81.0,1.0302,2.0,88
65.0,1.0302,2.0,89
93.0,1.0302,2.0,90
80.0,1.0302,2.0,91
86.0,1.0302,2.0,92
102.0,1.0302,2.0,93
108.0,1.0302,2.0,94
190.0,1.0302,3.0,87
142.0,1.0302,3.0,88
134.0,1.0302,3.0,89
112.0,1.0302,3.0,90
129.0,1.0302,3.0,91
138.0,1.0302,3.0,92
144.0,1.0302,3.0,93
191.0,1.0302,3.0,94
2.0,1.0302,4.0,87
5.0,1.0302,4.0,88
1.0,1.0302,4.0,89
1.0,1.0302,4.0,91
0.0,1.0302,4.0,92
0.0,1.0302,4.0,93
65.0,1.0302,5.0,87
55.0,1.0302,5.0,88
39.0,1.0302,5.0,89
34.0,1.0302,5.0,90
39.0,1.0302,5.0,91
38.0,1.0302,5.0,92
41.0,1.0302,5.0,93
42.0,1.0302,5.0,94
5.0,1.0302,7.0,87
1.0,1.0302,7.0,88
3.0,1.0302,7.0,89
3.0,1.0302,7.0,90
2.0,1.0302,7.0,91
1.0,1.0302,7.0,93
4.0,1.0302,7.0,94
4.0,1.0302,9.0,87
4.0,1.0302,9.0,89
2.0,1.0303,1.0,92
8.0,1.0303,1.0,93
15.0,1.0303,1.0,94
1.0,1.0303,2.0,87
3.0,1.0303,2.0,90
3.0,1.0303,2.0,91
12.0,1.0303,2.0,92
8.0,1.0303,2.0,93
3.0,1.0303,2.0,94
2.0,1.0303,3.0,91
22.0,1.0303,3.0,92
28.0,1.0303,3.0,93
33.0,1.0303,3.0,94
3.0,1.0303,4.0,91
9.0,1.0303,5.0,87
1.0,1.0303,5.0,88
1.0,1.0303,5.0,89
10.0,1.0303,5.0,90
19.0,1.0303,5.0,91
26.0,1.0303,5.0,92
40.0,1.0303,5.0,93
44.0,1.0303,5.0,94
36.0,1.0303,7.0,87
4.0,1.0303,7.0,88
9.0,1.0303,7.0,89
30.0,1.0303,7.0,90
16.0,1.0303,7.0,91
35.0,1.0303,7.0,92
38.0,1.0303,7.0,93
35.0,1.0303,7.0,94
5.0,1.0303,9.0,87
3.0,1.0303,9.0,88
1.0,1.0303,9.0,89
15.0,1.0303,9.0,90
9.0,1.0303,9.0,91
9.0,1.0303,9.0,92
7.0,1.0303,9.0,93
8.0,1.0303,9.0,94
13.0,1.0304,1.0,89
1.0,1.0304,1.0,90
8.0,1.0304,1.0,93
31.0,1.0304,1.0,94
9.0,1.0304,2.0,87
3.0,1.0304,2.0,88
7.0,1.0304,2.0,89
5.0,1.0304,2.0,92
8.0,1.0304,2.0,93
9.0,1.0304,2.0,94
56.0,1.0304,3.0,87
42.0,1.0304,3.0,88
46.0,1.0304,3.0,89
25.0,1.0304,3.0,90
28.0,1.0304,3.0,91
29.0,1.0304,3.0,92
56.0,1.0304,3.0,93
37.0,1.0304,3.0,94
1.0,1.0304,4.0,94
1.0,1.0304,5.0,87
3.0,1.0304,5.0,88
3.0,1.0304,5.0,89
3.0,1.0304,5.0,91
6.0,1.0304,5.0,92
1.0,1.0304,5.0,93
20.0,1.0304,5.0,94
18.0,1.0304,7.0,87
7.0,1.0304,7.0,88
12.0,1.0304,7.0,89
9.0,1.0304,7.0,90
7.0,1.0304,7.0,91
17.0,1.0304,7.0,92
4.0,1.0304,7.0,93
4.0,1.0304,7.0,94
7.0,1.0304,9.0,87
8.0,1.0304,9.0,88
8.0,1.0304,9.0,89
2.0,1.0304,9.0,90
3.0,1.0304,9.0,91
3.0,1.0304,9.0,92
2.0,1.0304,9.0,93
4.0,1.0304,9.0,94
3.0,1.0305,3.0,87
1.0,1.0305,3.0,88
4.0,1.0305,4.0,91
11.0,1.0305,5.0,89
18.0,1.0305,5.0,90
23.0,1.0305,5.0,91
4.0,1.0399,1.0,87
6.0,1.0399,2.0,91
6.0,1.0399,2.0,92
27.0,1.0399,3.0,87
28.0,1.0399,3.0,88
44.0,1.0399,3.0,89
17.0,1.0399,3.0,90
34.0,1.0399,3.0,91
25.0,1.0399,3.0,92
8.0,1.0399,3.0,93
5.0,1.0399,5.0,87
4.0,1.0399,5.0,89
4.0,1.0399,7.0,87
3.0,1.0399,7.0,89
1.0,1.0399,7.0,90
3.0,1.0399,7.0,91
1.0,1.0399,7.0,92
6.0,1.0399,7.0,93
6.0,1.0399,7.0,94
4.0,1.0401,1.0,88
7.0,1.0401,2.0,92
5.0,1.0401,2.0,93
4.0,1.0401,2.0,94
1.0,1.0401,3.0,87
4.0,1.0401,3.0,90
4.0,1.0401,3.0,91
49.0,1.0401,3.0,92
36.0,1.0401,3.0,93
13.0,1.0401,3.0,94
19.0,1.0401,5.0,91
40.0,1.0401,5.0,92
153.0,1.0401,5.0,93
123.0,1.0401,5.0,94
1.0,1.0401,7.0,87
2.0,1.0401,7.0,88
4.0,1.0401,7.0,89
2.0,1.0401,7.0,90
7.0,1.0401,7.0,91
14.0,1.0401,7.0,92
16.0,1.0401,7.0,93
10.0,1.0401,7.0,94
5.0,1.0401,9.0,88
3.0,1.0401,9.0,89
1.0,1.0401,9.0,90
8.0,1.0401,9.0,91
7.0,1.0401,9.0,92
16.0,1.0401,9.0,93
7.0,1.0401,9.0,94
11.0,1.0402,1.0,87
11.0,1.0402,1.0,88
5.0,1.0402,2.0,87
7.0,1.0402,2.0,88
3.0,1.0402,2.0,89
3.0,1.0402,2.0,90
8.0,1.0402,2.0,91
27.0,1.0402,3.0,87
13.0,1.0402,3.0,88
17.0,1.0402,3.0,89
9.0,1.0402,3.0,90
30.0,1.0402,3.0,91
5.0,1.0402,5.0,87
7.0,1.0402,5.0,88
1.0,1.0402,5.0,89
2.0,1.0402,5.0,90
10.0,1.0402,5.0,91
9.0,1.0499,5.0,87
9.0,1.0499,5.0,88
11.0,1.0499,5.0,89
10.0,1.0499,5.0,90
9.0,1.0499,5.0,91
3.0,1.0501,1.0,87
11.0,1.0501,1.0,88
9.0,1.0501,1.0,89
8.0,1.0501,1.0,90
1.0,1.0501,1.0,91
6.0,1.0501,1.0,92
9.0,1.0501,1.0,93
14.0,1.0501,1.0,94
32.0,1.0501,2.0,87
19.0,1.0501,2.0,88
19.0,1.0501,2.0,89
9.0,1.0501,2.0,90
15.0,1.0501,2.0,91
25.0,1.0501,2.0,92
53.0,1.0501,2.0,93
27.0,1.0501,2.0,94
124.0,1.0501,3.0,87
115.0,1.0501,3.0,88
100.0,1.0501,3.0,89
128.0,1.0501,3.0,90
110.0,1.0501,3.0,91
207.0,1.0501,3.0,92
217.0,1.0501,3.0,93
181.0,1.0501,3.0,94
5.0,1.0501,4.0,87
7.0,1.0501,4.0,88
5.0,1.0501,4.0,89
6.0,1.0501,4.0,90
0.0,1.0501,4.0,92
0.0,1.0501,4.0,93
1.0,1.0501,4.0,94
2.0,1.0501,5.0,87
1.0,1.0501,5.0,88
1.0,1.0501,5.0,89
63.0,1.0501,5.0,92
65.0,1.0501,5.0,93
58.0,1.0501,5.0,94
4.0,1.0501,7.0,92
2.0,1.0501,7.0,93
10.0,1.0501,7.0,94
32.0,1.0502,3.0,87
37.0,1.0502,3.0,88
52.0,1.0502,3.0,89
49.0,1.0502,3.0,90
35.0,1.0502,3.0,91
8.0,1.0502,4.0,91
5.0,1.0502,5.0,87
3.0,1.0502,5.0,88
2.0,1.0502,5.0,89
2.0,1.0502,5.0,90
5.0,1.0502,5.0,91
1.0,1.0503,2.0,89
26.0,1.0503,3.0,87
45.0,1.0503,3.0,88
21.0,1.0503,3.0,89
22.0,1.0503,3.0,90
37.0,1.0503,3.0,91
18.0,1.0503,4.0,87
12.0,1.0503,4.0,89
16.0,1.0503,4.0,90
14.0,1.0504,1.0,87
30.0,1.0504,1.0,88
6.0,1.0504,1.0,89
19.0,1.0504,2.0,88
14.0,1.0504,2.0,89
26.0,1.0504,2.0,90
24.0,1.0504,2.0,91
14.0,1.0504,3.0,87
16.0,1.0504,3.0,88
6.0,1.0504,3.0,89
17.0,1.0504,3.0,90
17.0,1.0504,3.0,91
6.0,1.0505,1.0,87
1.0,1.0505,1.0,88
1.0,1.0505,1.0,89
3.0,1.0505,1.0,90
3.0,1.0505,1.0,91
1.0,1.0505,1.0,92
42.0,1.0505,1.0,93
3.0,1.0505,1.0,94
33.0,1.0505,2.0,87
33.0,1.0505,2.0,88
33.0,1.0505,2.0,89
1.0,1.0505,2.0,90
2.0,1.0505,2.0,93
6.0,1.0505,2.0,94
28.0,1.0505,3.0,87
36.0,1.0505,3.0,88
22.0,1.0505,3.0,89
7.0,1.0505,3.0,90
5.0,1.0505,3.0,91
16.0,1.0505,3.0,92
59.0,1.0505,3.0,93
66.0,1.0505,3.0,94
21.0,1.0505,5.0,87
9.0,1.0505,5.0,88
12.0,1.0505,5.0,89
20.0,1.0505,5.0,90
11.0,1.0505,5.0,91
22.0,1.0505,5.0,92
3.0,1.0505,5.0,93
45.0,1.0506,1.0,87
128.0,1.0506,1.0,88
25.0,1.0506,1.0,89
35.0,1.0506,1.0,90
31.0,1.0506,1.0,91
12.0,1.0506,2.0,87
12.0,1.0506,2.0,88
5.0,1.0506,2.0,89
7.0,1.0506,2.0,90
3.0,1.0506,3.0,89
5.0,1.0506,3.0,90
2.0,1.0506,3.0,91
23.0,1.0507,1.0,87
51.0,1.0507,1.0,88
2.0,1.0507,1.0,89
4.0,1.0507,1.0,90
4.0,1.0507,1.0,91
2.0,1.0507,1.0,93
6.0,1.0507,2.0,87
16.0,1.0507,2.0,88
5.0,1.0507,2.0,89
21.0,1.0507,2.0,90
6.0,1.0507,2.0,91
13.0,1.0507,2.0,92
17.0,1.0507,2.0,93
28.0,1.0507,2.0,94
48.0,1.0507,3.0,87
63.0,1.0507,3.0,88
89.0,1.0507,3.0,89
129.0,1.0507,3.0,90
115.0,1.0507,3.0,91
115.0,1.0507,3.0,92
112.0,1.0507,3.0,93
99.0,1.0507,3.0,94
21.0,1.0507,4.0,87
18.0,1.0507,4.0,88
9.0,1.0507,4.0,89
7.0,1.0507,4.0,90
9.0,1.0507,4.0,91
4.0,1.0507,4.0,92
20.0,1.0507,4.0,93
9.0,1.0507,4.0,94
10.0,1.0507,5.0,87
15.0,1.0507,5.0,88
26.0,1.0507,5.0,89
43.0,1.0507,5.0,90
43.0,1.0507,5.0,91
57.0,1.0507,5.0,92
52.0,1.0507,5.0,93
92.0,1.0507,5.0,94
7.0,1.0599,1.0,88
11.0,1.0599,1.0,89
12.0,1.0599,1.0,90
6.0,1.0599,1.0,91
43.0,1.0599,1.0,92
69.0,1.0599,1.0,93
42.0,1.0599,1.0,94
9.0,1.0599,2.0,87
13.0,1.0599,2.0,88
5.0,1.0599,2.0,89
9.0,1.0599,2.0,90
12.0,1.0599,2.0,91
42.0,1.0599,2.0,92
27.0,1.0599,2.0,93
24.0,1.0599,2.0,94
33.0,1.0599,3.0,87
36.0,1.0599,3.0,88
30.0,1.0599,3.0,89
7.0,1.0599,3.0,90
5.0,1.0599,3.0,91
36.0,1.0599,3.0,92
13.0,1.0599,3.0,93
15.0,1.0599,3.0,94
3.0,1.0599,5.0,87
4.0,1.0599,5.0,88
4.0,1.0599,5.0,89
681.0,1.0601,1.0,87
865.0,1.0601,1.0,88
622.0,1.0601,1.0,89
809.0,1.0601,1.0,90
634.0,1.0601,1.0,91
549.0,1.0601,1.0,92
737.0,1.0601,1.0,93
652.0,1.0601,1.0,94
374.0,1.0601,2.0,87
261.0,1.0601,2.0,88
329.0,1.0601,2.0,89
236.0,1.0601,2.0,90
314.0,1.0601,2.0,91
314.0,1.0601,2.0,92
396.0,1.0601,2.0,93
372.0,1.0601,2.0,94
392.0,1.0601,3.0,87
378.0,1.0601,3.0,88
356.0,1.0601,3.0,89
423.0,1.0601,3.0,90
477.0,1.0601,3.0,91
444.0,1.0601,3.0,92
494.0,1.0601,3.0,93
574.0,1.0601,3.0,94
22.0,1.0601,4.0,87
26.0,1.0601,4.0,88
26.0,1.0601,4.0,89
45.0,1.0601,4.0,90
4.0,1.0601,4.0,91
7.0,1.0601,4.0,92
29.0,1.0601,4.0,93
57.0,1.0601,4.0,94
119.0,1.0601,5.0,87
101.0,1.0601,5.0,88
129.0,1.0601,5.0,89
117.0,1.0601,5.0,90
134.0,1.0601,5.0,91
108.0,1.0601,5.0,92
118.0,1.0601,5.0,93
104.0,1.0601,5.0,94
34.0,1.0601,7.0,87
33.0,1.0601,7.0,88
27.0,1.0601,7.0,89
25.0,1.0601,7.0,90
37.0,1.0601,7.0,91
13.0,1.0601,7.0,92
19.0,1.0601,7.0,93
7.0,1.0601,7.0,94
9.0,1.0601,9.0,87
7.0,1.0601,9.0,88
13.0,1.0601,9.0,89
19.0,1.0601,9.0,90
9.0,1.0601,9.0,91
9.0,1.0601,9.0,92
13.0,1.0601,9.0,93
8.0,1.0601,9.0,94
4.0,1.0602,1.0,87
5.0,1.0602,1.0,88
2.0,1.0602,1.0,89
2.0,1.0602,1.0,90
4.0,1.0602,1.0,91
6.0,1.0602,2.0,87
2.0,1.0602,2.0,88
1.0,1.0602,2.0,90
1.0,1.0602,2.0,91
4.0,1.0602,3.0,87
3.0,1.0602,3.0,88
9.0,1.0602,3.0,89
207.0,1.0603,1.0,87
64.0,1.0603,1.0,88
86.0,1.0603,1.0,89
146.0,1.0603,1.0,90
35.0,1.0603,1.0,91
269.0,1.0603,1.0,92
213.0,1.0603,1.0,93
247.0,1.0603,1.0,94
132.0,1.0603,2.0,87
129.0,1.0603,2.0,88
160.0,1.0603,2.0,89
143.0,1.0603,2.0,90
123.0,1.0603,2.0,91
133.0,1.0603,2.0,92
109.0,1.0603,2.0,93
124.0,1.0603,2.0,94
127.0,1.0603,3.0,87
289.0,1.0603,3.0,88
310.0,1.0603,3.0,89
294.0,1.0603,3.0,90
310.0,1.0603,3.0,91
291.0,1.0603,3.0,92
292.0,1.0603,3.0,93
355.0,1.0603,3.0,94
6.0,1.0603,4.0,87
7.0,1.0603,4.0,88
3.0,1.0603,4.0,89
5.0,1.0603,4.0,90
1.0,1.0603,4.0,91
2.0,1.0603,4.0,92
5.0,1.0603,4.0,94
273.0,1.0603,5.0,87
222.0,1.0603,5.0,88
192.0,1.0603,5.0,89
243.0,1.0603,5.0,90
186.0,1.0603,5.0,91
134.0,1.0603,5.0,92
214.0,1.0603,5.0,93
222.0,1.0603,5.0,94
18.0,1.0603,7.0,87
13.0,1.0603,7.0,88
11.0,1.0603,7.0,89
11.0,1.0603,7.0,90
13.0,1.0603,7.0,91
14.0,1.0603,7.0,92
16.0,1.0603,7.0,93
16.0,1.0603,7.0,94
2.0,1.0603,9.0,87
